time	Temp
0	18.133
1	18.134
2	18.134
3	18.138
4	18.158
5	18.204
6	18.284
7	18.4
8	18.552
9	18.737
10	18.954
11	19.199
12	19.469
13	19.763
14	20.076
15	20.408
16	20.755
17	21.116
18	21.489
19	21.872
20	22.263
21	22.662
22	23.068
23	23.478
24	23.893
25	24.312
26	24.733
27	25.156
28	25.581
29	26.007
30	26.433
31	26.86
32	27.287
33	27.713
34	28.138
35	28.562
36	28.986
37	29.407
38	29.828
39	30.246
40	30.663
41	31.077
42	31.49
43	31.901
44	32.309
45	32.715
46	33.119
47	33.521
48	33.92
49	34.317
50	34.711
51	35.103
52	35.492
53	35.879
54	36.263
55	36.645
56	37.024
57	37.401
58	37.775
59	38.147
60	38.516
61	38.883
62	39.247
63	39.608
64	39.968
65	40.324
66	40.679
67	41.031
68	41.38
69	41.727
70	42.072
71	42.414
72	42.754
73	43.091
74	43.426
75	43.759
76	44.089
77	44.417
78	44.743
79	45.066
80	45.388
81	45.707
82	46.023
83	46.338
84	46.65
85	46.96
86	47.268
87	47.574
88	47.878
89	48.179
90	48.478
91	48.776
92	49.071
93	49.364
94	49.655
95	49.944
96	50.231
97	50.515
98	50.798
99	51.079
100	51.358
