time	Temp
0	20.042
1	20.06
2	20.317
3	20.88
4	21.63
5	22.481
6	23.385
7	24.313
8	25.25
9	26.187
10	27.119
11	28.041
12	28.953
13	29.855
14	30.744
15	31.623
16	32.491
17	33.349
18	34.196
19	35.034
20	35.863
21	36.683
22	37.495
23	38.299
24	39.095
25	39.884
26	40.667
27	41.442
28	42.211
29	42.974
30	43.731
31	44.482
32	45.227
33	45.967
34	46.701
35	47.43
36	48.154
37	48.873
38	49.587
39	50.296
40	51
41	51.7
42	52.394
43	53.084
44	53.77
45	54.451
46	55.128
47	55.8
48	56.468
49	57.132
50	57.792
51	58.447
52	59.098
53	59.745
54	60.388
55	61.027
56	61.662
57	62.293
58	62.92
59	63.543
60	64.162
61	64.777
62	65.388
63	65.996
64	66.6
65	67.2
66	67.796
67	68.389
68	68.978
69	69.563
70	70.145
71	70.723
72	71.297
73	71.868
74	72.436
75	73
76	73.56
77	74.117
78	74.67
79	75.22
80	75.767
81	76.31
82	76.85
83	77.387
84	77.92
85	78.45
86	78.977
87	79.5
88	80.02
89	80.537
90	81.051
91	81.561
92	82.069
93	82.573
94	83.074
95	83.572
96	84.067
97	84.559
98	85.048
99	85.534
100	86.017
