time	Temp
0	33.625
1	33.908
2	34.315
3	34.682
4	35.011
5	35.311
6	35.588
7	35.847
8	36.09
9	36.321
10	36.541
11	36.751
12	36.953
13	37.147
14	37.335
15	37.517
16	37.693
17	37.865
18	38.033
19	38.196
20	38.356
21	38.513
22	38.667
23	38.818
24	38.967
25	39.114
26	39.258
27	39.401
28	39.542
29	39.682
30	39.82
31	39.956
32	40.092
33	40.226
34	40.36
35	40.492
36	40.624
37	40.755
38	40.884
39	41.014
40	41.142
41	41.27
42	41.397
43	41.524
44	41.65
45	41.776
46	41.901
47	42.025
48	42.149
49	42.273
50	42.396
51	42.519
52	42.642
53	42.764
54	42.886
55	43.007
56	43.128
57	43.249
58	43.369
59	43.489
60	43.609
61	43.728
62	43.847
63	43.966
64	44.084
65	44.203
66	44.32
67	44.438
68	44.555
69	44.672
70	44.789
71	44.905
72	45.021
73	45.137
74	45.253
75	45.368
76	45.483
77	45.598
78	45.713
79	45.827
80	45.941
81	46.055
82	46.168
83	46.281
84	46.394
85	46.507
86	46.619
87	46.731
88	46.843
89	46.955
90	47.066
91	47.177
92	47.288
93	47.399
94	47.509
95	47.619
96	47.729
97	47.839
98	47.948
99	48.057
100	48.166
