time	Temp
0	28.039
1	28.04
2	28.125
3	28.42
4	28.911
5	29.542
6	30.269
7	31.06
8	31.891
9	32.75
10	33.626
11	34.512
12	35.405
13	36.301
14	37.199
15	38.097
16	38.995
17	39.891
18	40.785
19	41.677
20	42.566
21	43.454
22	44.338
23	45.221
24	46.1
25	46.977
26	47.851
27	48.723
28	49.591
29	50.457
30	51.32
31	52.181
32	53.038
33	53.893
34	54.745
35	55.594
36	56.441
37	57.284
38	58.125
39	58.963
40	59.799
41	60.631
42	61.461
43	62.288
44	63.113
45	63.934
46	64.753
47	65.569
48	66.383
49	67.194
50	68.002
51	68.807
52	69.61
53	70.41
54	71.207
55	72.002
56	72.794
57	73.583
58	74.37
59	75.154
60	75.936
61	76.714
62	77.491
63	78.264
64	79.036
65	79.804
66	80.57
67	81.333
68	82.094
69	82.853
70	83.608
71	84.362
72	85.112
73	85.86
74	86.606
75	87.349
76	88.09
77	88.828
78	89.564
79	90.297
80	91.028
81	91.757
82	92.482
83	93.206
84	93.927
85	94.646
86	95.362
87	96.076
88	96.787
89	97.497
90	98.203
91	98.908
92	99.61
93	100.31
94	101.01
95	101.7
96	102.39
97	103.08
98	103.77
99	104.46
100	105.14
