time	Temp
0	9.3607
1	9.3602
2	9.3704
3	9.4231
4	9.5313
5	9.6886
6	9.8843
7	10.109
8	10.355
9	10.618
10	10.892
11	11.176
12	11.468
13	11.765
14	12.066
15	12.372
16	12.68
17	12.99
18	13.303
19	13.617
20	13.932
21	14.248
22	14.565
23	14.882
24	15.2
25	15.517
26	15.835
27	16.152
28	16.469
29	16.786
30	17.102
31	17.418
32	17.733
33	18.047
34	18.36
35	18.673
36	18.985
37	19.296
38	19.606
39	19.915
40	20.224
41	20.531
42	20.837
43	21.142
44	21.446
45	21.749
46	22.051
47	22.352
48	22.652
49	22.951
50	23.248
51	23.544
52	23.84
53	24.134
54	24.427
55	24.719
56	25.01
57	25.299
58	25.588
59	25.875
60	26.162
61	26.447
62	26.731
63	27.014
64	27.296
65	27.576
66	27.856
67	28.134
68	28.412
69	28.688
70	28.963
71	29.237
72	29.51
73	29.782
74	30.053
75	30.322
76	30.591
77	30.859
78	31.125
79	31.39
80	31.655
81	31.918
82	32.18
83	32.441
84	32.701
85	32.961
86	33.219
87	33.476
88	33.731
89	33.986
90	34.24
91	34.493
92	34.745
93	34.996
94	35.246
95	35.495
96	35.742
97	35.989
98	36.235
99	36.48
100	36.724
