time	Temp
0	27.598
1	27.612
2	27.817
3	28.243
4	28.795
5	29.413
6	30.062
7	30.724
8	31.39
9	32.053
10	32.71
11	33.359
12	34
13	34.632
14	35.255
15	35.869
16	36.475
17	37.074
18	37.664
19	38.248
20	38.825
21	39.396
22	39.96
23	40.519
24	41.073
25	41.621
26	42.165
27	42.703
28	43.238
29	43.767
30	44.293
31	44.815
32	45.332
33	45.846
34	46.357
35	46.863
36	47.366
37	47.866
38	48.362
39	48.856
40	49.345
41	49.832
42	50.316
43	50.796
44	51.274
45	51.748
46	52.22
47	52.689
48	53.155
49	53.618
50	54.078
51	54.535
52	54.99
53	55.442
54	55.892
55	56.338
56	56.782
57	57.224
58	57.662
59	58.099
60	58.532
61	58.963
62	59.392
63	59.818
64	60.242
65	60.663
66	61.081
67	61.498
68	61.912
69	62.323
70	62.732
71	63.139
72	63.543
73	63.945
74	64.344
75	64.742
76	65.136
77	65.529
78	65.92
79	66.308
80	66.694
81	67.077
82	67.459
83	67.838
84	68.215
85	68.59
86	68.962
87	69.333
88	69.701
89	70.067
90	70.432
91	70.793
92	71.153
93	71.511
94	71.867
95	72.221
96	72.572
97	72.922
98	73.269
99	73.615
100	73.959
