time	Temp
0	30.808
1	34.695
2	37.57
3	39.851
4	41.8
5	43.53
6	45.101
7	46.551
8	47.903
9	49.175
10	50.381
11	51.528
12	52.626
13	53.68
14	54.696
15	55.677
16	56.627
17	57.549
18	58.446
19	59.32
20	60.174
21	61.008
22	61.825
23	62.626
24	63.412
25	64.184
26	64.944
27	65.692
28	66.428
29	67.155
30	67.871
31	68.579
32	69.278
33	69.968
34	70.651
35	71.326
36	71.994
37	72.655
38	73.31
39	73.958
40	74.6
41	75.237
42	75.867
43	76.492
44	77.111
45	77.725
46	78.334
47	78.938
48	79.537
49	80.131
50	80.72
51	81.304
52	81.884
53	82.459
54	83.03
55	83.596
56	84.158
57	84.716
58	85.269
59	85.818
60	86.363
61	86.904
62	87.441
63	87.973
64	88.502
65	89.027
66	89.548
67	90.064
68	90.577
69	91.087
70	91.592
71	92.094
72	92.592
73	93.086
74	93.576
75	94.063
76	94.547
77	95.026
78	95.502
79	95.975
80	96.444
81	96.91
82	97.372
83	97.831
84	98.287
85	98.739
86	99.187
87	99.633
88	100.07
89	100.51
90	100.95
91	101.38
92	101.81
93	102.24
94	102.66
95	103.08
96	103.5
97	103.91
98	104.32
99	104.73
100	105.13
