time	Temp
0	14.805
1	14.944
2	15.823
3	17.072
4	18.437
5	19.823
6	21.195
7	22.537
8	23.845
9	25.116
10	26.353
11	27.556
12	28.728
13	29.871
14	30.986
15	32.077
16	33.145
17	34.192
18	35.22
19	36.23
20	37.223
21	38.202
22	39.166
23	40.117
24	41.057
25	41.985
26	42.903
27	43.811
28	44.709
29	45.6
30	46.482
31	47.356
32	48.223
33	49.084
34	49.937
35	50.785
36	51.626
37	52.462
38	53.292
39	54.117
40	54.936
41	55.751
42	56.56
43	57.365
44	58.166
45	58.961
46	59.753
47	60.54
48	61.323
49	62.101
50	62.876
51	63.646
52	64.413
53	65.176
54	65.934
55	66.689
56	67.44
57	68.188
58	68.932
59	69.672
60	70.408
61	71.141
62	71.871
63	72.596
64	73.319
65	74.038
66	74.753
67	75.465
68	76.174
69	76.879
70	77.581
71	78.279
72	78.975
73	79.666
74	80.355
75	81.04
76	81.723
77	82.402
78	83.077
79	83.75
80	84.419
81	85.085
82	85.748
83	86.408
84	87.065
85	87.719
86	88.37
87	89.017
88	89.662
89	90.303
90	90.942
91	91.577
92	92.21
93	92.84
94	93.466
95	94.09
96	94.711
97	95.328
98	95.943
99	96.555
100	97.165
