time	Temp
0	16.727
1	16.728
2	16.75
3	16.843
4	17.017
5	17.255
6	17.541
7	17.861
8	18.206
9	18.567
10	18.94
11	19.323
12	19.711
13	20.105
14	20.502
15	20.902
16	21.304
17	21.707
18	22.112
19	22.517
20	22.922
21	23.328
22	23.734
23	24.14
24	24.546
25	24.951
26	25.356
27	25.76
28	26.164
29	26.567
30	26.97
31	27.372
32	27.772
33	28.172
34	28.572
35	28.97
36	29.367
37	29.763
38	30.159
39	30.553
40	30.946
41	31.338
42	31.729
43	32.119
44	32.508
45	32.896
46	33.282
47	33.668
48	34.052
49	34.435
50	34.817
51	35.198
52	35.578
53	35.957
54	36.334
55	36.711
56	37.086
57	37.46
58	37.833
59	38.204
60	38.575
61	38.944
62	39.313
63	39.68
64	40.046
65	40.411
66	40.774
67	41.137
68	41.498
69	41.859
70	42.218
71	42.576
72	42.933
73	43.289
74	43.643
75	43.997
76	44.349
77	44.701
78	45.051
79	45.4
80	45.748
81	46.095
82	46.441
83	46.786
84	47.13
85	47.472
86	47.814
87	48.154
88	48.494
89	48.832
90	49.169
91	49.505
92	49.84
93	50.174
94	50.507
95	50.839
96	51.17
97	51.5
98	51.829
99	52.157
100	52.484
