time	Temp
0	29.343
1	29.343
2	29.343
3	29.344
4	29.346
5	29.356
6	29.379
7	29.418
8	29.476
9	29.556
10	29.657
11	29.778
12	29.92
13	30.081
14	30.259
15	30.453
16	30.662
17	30.885
18	31.119
19	31.365
20	31.622
21	31.887
22	32.161
23	32.442
24	32.73
25	33.023
26	33.323
27	33.627
28	33.936
29	34.248
30	34.565
31	34.884
32	35.206
33	35.531
34	35.858
35	36.187
36	36.518
37	36.85
38	37.184
39	37.519
40	37.856
41	38.193
42	38.531
43	38.869
44	39.209
45	39.549
46	39.889
47	40.23
48	40.571
49	40.912
50	41.254
51	41.596
52	41.937
53	42.279
54	42.621
55	42.963
56	43.305
57	43.647
58	43.989
59	44.33
60	44.672
61	45.013
62	45.354
63	45.696
64	46.036
65	46.377
66	46.718
67	47.058
68	47.398
69	47.738
70	48.077
71	48.417
72	48.756
73	49.094
74	49.433
75	49.771
76	50.109
77	50.447
78	50.784
79	51.122
80	51.458
81	51.795
82	52.131
83	52.467
84	52.803
85	53.139
86	53.474
87	53.809
88	54.143
89	54.478
90	54.812
91	55.145
92	55.479
93	55.812
94	56.145
95	56.477
96	56.809
97	57.141
98	57.473
99	57.804
100	58.135
