time	Temp
0	21.999
1	24.024
2	24.983
3	25.72
4	26.342
5	26.89
6	27.386
7	27.842
8	28.266
9	28.665
10	29.043
11	29.401
12	29.744
13	30.073
14	30.39
15	30.696
16	30.992
17	31.28
18	31.559
19	31.831
20	32.097
21	32.356
22	32.611
23	32.86
24	33.104
25	33.345
26	33.581
27	33.814
28	34.043
29	34.269
30	34.493
31	34.713
32	34.931
33	35.146
34	35.359
35	35.57
36	35.778
37	35.985
38	36.189
39	36.392
40	36.593
41	36.792
42	36.989
43	37.185
44	37.379
45	37.572
46	37.763
47	37.952
48	38.141
49	38.327
50	38.513
51	38.697
52	38.88
53	39.061
54	39.241
55	39.42
56	39.598
57	39.774
58	39.949
59	40.123
60	40.296
61	40.467
62	40.638
63	40.807
64	40.975
65	41.142
66	41.308
67	41.473
68	41.636
69	41.799
70	41.96
71	42.12
72	42.28
73	42.438
74	42.595
75	42.751
76	42.906
77	43.06
78	43.213
79	43.365
80	43.516
81	43.666
82	43.815
83	43.963
84	44.11
85	44.256
86	44.401
87	44.545
88	44.688
89	44.831
90	44.972
91	45.112
92	45.252
93	45.39
94	45.528
95	45.664
96	45.8
97	45.935
98	46.069
99	46.202
100	46.334
