time	Temp
0	21.802
1	21.801
2	21.801
3	21.804
4	21.816
5	21.849
6	21.909
7	22
8	22.124
9	22.281
10	22.469
11	22.686
12	22.931
13	23.201
14	23.494
15	23.808
16	24.141
17	24.49
18	24.854
19	25.232
20	25.622
21	26.023
22	26.433
23	26.852
24	27.278
25	27.711
26	28.15
27	28.594
28	29.042
29	29.494
30	29.949
31	30.407
32	30.868
33	31.33
34	31.795
35	32.26
36	32.727
37	33.195
38	33.663
39	34.132
40	34.601
41	35.07
42	35.539
43	36.008
44	36.476
45	36.945
46	37.412
47	37.879
48	38.346
49	38.811
50	39.276
51	39.74
52	40.203
53	40.665
54	41.127
55	41.587
56	42.046
57	42.504
58	42.961
59	43.417
60	43.871
61	44.325
62	44.777
63	45.228
64	45.679
65	46.127
66	46.575
67	47.021
68	47.467
69	47.91
70	48.353
71	48.795
72	49.235
73	49.674
74	50.112
75	50.548
76	50.984
77	51.418
78	51.851
79	52.282
80	52.712
81	53.142
82	53.569
83	53.996
84	54.422
85	54.846
86	55.269
87	55.69
88	56.111
89	56.53
90	56.948
91	57.365
92	57.781
93	58.195
94	58.608
95	59.02
96	59.431
97	59.841
98	60.249
99	60.657
100	61.063
