time	Temp
0	11.853
1	11.853
2	11.853
3	11.853
4	11.857
5	11.873
6	11.91
7	11.978
8	12.083
9	12.227
10	12.41
11	12.634
12	12.894
13	13.189
14	13.517
15	13.873
16	14.257
17	14.665
18	15.094
19	15.542
20	16.008
21	16.489
22	16.984
23	17.491
24	18.008
25	18.535
26	19.07
27	19.612
28	20.16
29	20.714
30	21.272
31	21.834
32	22.399
33	22.967
34	23.537
35	24.109
36	24.683
37	25.258
38	25.833
39	26.409
40	26.984
41	27.56
42	28.136
43	28.711
44	29.286
45	29.859
46	30.432
47	31.004
48	31.575
49	32.145
50	32.713
51	33.28
52	33.846
53	34.41
54	34.973
55	35.534
56	36.093
57	36.651
58	37.207
59	37.761
60	38.314
61	38.865
62	39.414
63	39.961
64	40.507
65	41.05
66	41.592
67	42.132
68	42.67
69	43.207
70	43.741
71	44.274
72	44.805
73	45.334
74	45.861
75	46.386
76	46.91
77	47.431
78	47.951
79	48.469
80	48.985
81	49.499
82	50.011
83	50.522
84	51.031
85	51.538
86	52.043
87	52.546
88	53.048
89	53.547
90	54.045
91	54.541
92	55.036
93	55.528
94	56.019
95	56.508
96	56.995
97	57.481
98	57.964
99	58.446
100	58.927
