time	Temp
0	7.4833
1	7.659
2	8.5544
3	9.7881
4	11.117
5	12.457
6	13.776
7	15.063
8	16.313
9	17.526
10	18.704
11	19.849
12	20.963
13	22.049
14	23.108
15	24.144
16	25.157
17	26.15
18	27.126
19	28.084
20	29.027
21	29.956
22	30.873
23	31.778
24	32.673
25	33.558
26	34.434
27	35.301
28	36.162
29	37.015
30	37.862
31	38.704
32	39.54
33	40.371
34	41.197
35	42.019
36	42.837
37	43.652
38	44.462
39	45.27
40	46.074
41	46.876
42	47.675
43	48.471
44	49.265
45	50.056
46	50.846
47	51.633
48	52.418
49	53.201
50	53.982
51	54.762
52	55.539
53	56.315
54	57.089
55	57.862
56	58.633
57	59.402
58	60.17
59	60.937
60	61.702
61	62.465
62	63.228
63	63.988
64	64.748
65	65.506
66	66.263
67	67.018
68	67.772
69	68.525
70	69.277
71	70.027
72	70.776
73	71.524
74	72.27
75	73.015
76	73.759
77	74.502
78	75.244
79	75.984
80	76.723
81	77.461
82	78.198
83	78.933
84	79.668
85	80.401
86	81.133
87	81.864
88	82.593
89	83.322
90	84.049
91	84.775
92	85.5
93	86.224
94	86.946
95	87.668
96	88.388
97	89.107
98	89.825
99	90.542
100	91.258
