time	Temp
0	34.506
1	34.503
2	34.668
3	35.107
4	35.747
5	36.511
6	37.349
7	38.23
8	39.135
9	40.051
10	40.972
11	41.891
12	42.807
13	43.718
14	44.623
15	45.521
16	46.413
17	47.298
18	48.176
19	49.048
20	49.913
21	50.773
22	51.627
23	52.476
24	53.319
25	54.158
26	54.991
27	55.82
28	56.644
29	57.464
30	58.28
31	59.091
32	59.899
33	60.703
34	61.503
35	62.299
36	63.091
37	63.88
38	64.665
39	65.447
40	66.226
41	67.001
42	67.773
43	68.541
44	69.307
45	70.069
46	70.828
47	71.584
48	72.336
49	73.086
50	73.833
51	74.576
52	75.317
53	76.054
54	76.789
55	77.521
56	78.249
57	78.975
58	79.698
59	80.418
60	81.135
61	81.85
62	82.561
63	83.27
64	83.976
65	84.679
66	85.38
67	86.077
68	86.772
69	87.464
70	88.154
71	88.841
72	89.525
73	90.206
74	90.885
75	91.561
76	92.234
77	92.905
78	93.573
79	94.238
80	94.901
81	95.562
82	96.219
83	96.874
84	97.527
85	98.177
86	98.825
87	99.47
88	100.11
89	100.75
90	101.39
91	102.02
92	102.66
93	103.29
94	103.91
95	104.54
96	105.16
97	105.78
98	106.4
99	107.01
100	107.63
