time	Temp
0	6.1156
1	7.2527
2	8.6717
3	9.9022
4	10.992
5	11.979
6	12.886
7	13.73
8	14.522
9	15.271
10	15.983
11	16.663
12	17.316
13	17.944
14	18.55
15	19.136
16	19.705
17	20.259
18	20.797
19	21.324
20	21.838
21	22.341
22	22.835
23	23.32
24	23.797
25	24.266
26	24.729
27	25.185
28	25.635
29	26.079
30	26.519
31	26.954
32	27.384
33	27.81
34	28.233
35	28.651
36	29.067
37	29.479
38	29.888
39	30.294
40	30.697
41	31.098
42	31.496
43	31.891
44	32.284
45	32.675
46	33.064
47	33.45
48	33.835
49	34.217
50	34.597
51	34.976
52	35.352
53	35.727
54	36.1
55	36.471
56	36.84
57	37.208
58	37.573
59	37.937
60	38.3
61	38.661
62	39.02
63	39.377
64	39.733
65	40.088
66	40.44
67	40.792
68	41.141
69	41.49
70	41.836
71	42.181
72	42.525
73	42.867
74	43.208
75	43.547
76	43.885
77	44.221
78	44.556
79	44.889
80	45.221
81	45.552
82	45.881
83	46.209
84	46.535
85	46.86
86	47.183
87	47.505
88	47.826
89	48.146
90	48.464
91	48.78
92	49.096
93	49.41
94	49.722
95	50.034
96	50.344
97	50.652
98	50.96
99	51.266
100	51.571
