time	Temp
0	31.563
1	35.978
2	38.245
3	39.992
4	41.467
5	42.768
6	43.945
7	45.027
8	46.035
9	46.982
10	47.878
11	48.73
12	49.544
13	50.326
14	51.078
15	51.804
16	52.508
17	53.19
18	53.854
19	54.5
20	55.132
21	55.749
22	56.353
23	56.945
24	57.527
25	58.099
26	58.661
27	59.215
28	59.761
29	60.3
30	60.831
31	61.357
32	61.876
33	62.389
34	62.898
35	63.401
36	63.899
37	64.393
38	64.882
39	65.367
40	65.848
41	66.325
42	66.799
43	67.269
44	67.735
45	68.198
46	68.657
47	69.114
48	69.567
49	70.017
50	70.464
51	70.908
52	71.349
53	71.788
54	72.223
55	72.656
56	73.086
57	73.513
58	73.938
59	74.36
60	74.78
61	75.197
62	75.611
63	76.023
64	76.433
65	76.84
66	77.244
67	77.646
68	78.046
69	78.443
70	78.838
71	79.231
72	79.621
73	80.009
74	80.395
75	80.779
76	81.16
77	81.539
78	81.916
79	82.29
80	82.662
81	83.033
82	83.401
83	83.766
84	84.13
85	84.492
86	84.851
87	85.209
88	85.564
89	85.917
90	86.268
91	86.617
92	86.964
93	87.309
94	87.652
95	87.993
96	88.332
97	88.669
98	89.004
99	89.337
100	89.669
