time	Temp
0	10.118
1	10.118
2	10.118
3	10.119
4	10.125
5	10.145
6	10.192
7	10.275
8	10.4
9	10.569
10	10.783
11	11.039
12	11.334
13	11.666
14	12.032
15	12.427
16	12.849
17	13.294
18	13.759
19	14.243
20	14.742
21	15.255
22	15.779
23	16.313
24	16.856
25	17.405
26	17.96
27	18.52
28	19.083
29	19.65
30	20.218
31	20.788
32	21.358
33	21.929
34	22.499
35	23.069
36	23.638
37	24.206
38	24.772
39	25.336
40	25.898
41	26.458
42	27.016
43	27.571
44	28.123
45	28.673
46	29.219
47	29.763
48	30.303
49	30.841
50	31.375
51	31.906
52	32.434
53	32.958
54	33.479
55	33.997
56	34.512
57	35.023
58	35.531
59	36.035
60	36.537
61	37.035
62	37.529
63	38.02
64	38.508
65	38.993
66	39.474
67	39.952
68	40.427
69	40.898
70	41.367
71	41.832
72	42.293
73	42.752
74	43.208
75	43.66
76	44.109
77	44.555
78	44.998
79	45.438
80	45.875
81	46.309
82	46.739
83	47.167
84	47.592
85	48.014
86	48.433
87	48.849
88	49.262
89	49.672
90	50.079
91	50.484
92	50.885
93	51.284
94	51.68
95	52.074
96	52.464
97	52.852
98	53.237
99	53.62
100	54
